src	trg	nij
Britney_Spears	Justin_Bieber	8
Britney_Spears	Justin_Timberlake	9
Britney_Spears	Kesha	3
Britney_Spears	Miley_Cyrus	8
Britney_Spears	Ne-Yo	6
Britney_Spears	Nelly_Furtado	4
Britney_Spears	Omarion	1
Britney_Spears	OutKast	5
Britney_Spears	Shaggy	7
Britney_Spears	Sheryl_Crow	1
Britney_Spears	The_All-American_Rejects	2
Britney_Spears	The_Black_Eyed_Peas	8
Britney_Spears	The_Killers	5
Britney_Spears	The_Pussycat_Dolls	6
Britney_Spears	Usher	9
Britney_Spears	blink-182	3
Britney_Spears	Ariana_Grande	3
Britney_Spears	Ashanti	1
Britney_Spears	Blake_Shelton	1
Britney_Spears	Bryan_Adams	2
Britney_Spears	Charlie_Puth	2
Britney_Spears	Christina_Aguilera	2
Britney_Spears	Ciara	4
Britney_Spears	Darius_Rucker	1
Britney_Spears	Ed_Sheeran	5
Britney_Spears	Fall_Out_Boy	3
Britney_Spears	Ginuwine	2
Britney_Spears	Imagine_Dragons	2
Britney_Spears	James_Arthur	2
Britney_Spears	Jason_Mraz	5
Britney_Spears	Jennifer_Lopez	4
Britney_Spears	Jeremih	4
Britney_Spears	Kehlani	1
Britney_Spears	Kid_Ink	2
Britney_Spears	Machine_Gun_Kelly	4
Britney_Spears	Miguel	1
Britney_Spears	Nick_Jonas	3
Britney_Spears	Nicki_Minaj	6
Britney_Spears	OneRepublic	5
Britney_Spears	Rick_Ross	2
Britney_Spears	Rihanna	15
Britney_Spears	Scotty_McCreery	1
Britney_Spears	Sia	4
Britney_Spears	T-Pain	5
Britney_Spears	Tech_N9ne	1
Britney_Spears	The_Black_Keys	1
Britney_Spears	The_Goo_Goo_Dolls	2
Britney_Spears	The_Weeknd	5
Britney_Spears	Tim_McGraw	1
Britney_Spears	Trey_Songz	4
Britney_Spears	Tyga	1
Britney_Spears	Wiz_Khalifa	3
Britney_Spears	Bill_Withers	3
Britney_Spears	Calvin_Harris	3
Britney_Spears	Camila_Cabello	1
Britney_Spears	Chance_The_Rapper	1
Britney_Spears	DJ_Khaled	4
Britney_Spears	DRAM	2
Britney_Spears	Fifth_Harmony	2
Britney_Spears	Hailee_Steinfeld	1
Britney_Spears	Jonas_Blue	3
Britney_Spears	Katy_Perry	7
Britney_Spears	Kevin_Abstract	1
Britney_Spears	Khalid	1
Britney_Spears	Lauv	1
Britney_Spears	Lil_Uzi_Vert	1
Britney_Spears	Maroon_5	8
Britney_Spears	Moon_Taxi	1
Britney_Spears	Niall_Horan	1
Britney_Spears	Rita_Ora	1
Britney_Spears	Sam_Feldt	1
Britney_Spears	Selena_Gomez	2
Britney_Spears	Taylor_Swift	3
Britney_Spears	The_Jackson_5	5
Britney_Spears	Zedd	2
Britney_Spears	blackbear	1
Britney_Spears	Alicia_Keys	5
Britney_Spears	Boyz_II_Men	1
Britney_Spears	Bruno_Mars	3
Britney_Spears	Eminem	7
Britney_Spears	Fergie	8
Britney_Spears	Flo_Rida	3
Britney_Spears	Gorillaz	1
Britney_Spears	Gwen_Stefani	4
Britney_Spears	Kings_of_Leon	1
Britney_Spears	Lady_Gaga	6
Britney_Spears	Leona_Lewis	1
Britney_Spears	Mariah_Carey	3
Britney_Spears	Natasha_Bedingfield	3
Britney_Spears	Sean_Kingston	5
Britney_Spears	Young_Money	3
Britney_Spears	Alessia_Cara	1
Britney_Spears	Andy_Grammer	1
Britney_Spears	Astrid_S	1
Britney_Spears	DJ_Snake	2
Britney_Spears	David_Guetta	5
Britney_Spears	Drake	10
Britney_Spears	Ellie_Goulding	3
Britney_Spears	FRENSHIP	1
Britney_Spears	Flume	1
Britney_Spears	Frank_Ocean	1
Britney_Spears	Jaymes_Young	1
Britney_Spears	John_Legend	2
Britney_Spears	Jon_Bellion	1
Britney_Spears	Kanye_West	8
Britney_Spears	Lil_Wayne	4
Britney_Spears	Louis_The_Child	1
Britney_Spears	Martin_Garrix	1
Britney_Spears	Matoma	1
Britney_Spears	Meghan_Trainor	4
Britney_Spears	MØ	1
Britney_Spears	Noah_Cyrus	1
Britney_Spears	Quinn_XCII	1
Britney_Spears	Shawn_Mendes	1
Britney_Spears	Sigala	1
Britney_Spears	Stevie_Wonder	3
Britney_Spears	The_Chainsmokers	4
Britney_Spears	The_Vamps	1
Britney_Spears	Timeflies	1
Britney_Spears	Tove_Lo	2
Britney_Spears	Zara_Larsson	2
Britney_Spears	Aerosmith	2
Britney_Spears	Amy_Winehouse	1
Britney_Spears	Beastie_Boys	1
Britney_Spears	Bright_Eyes	1
Britney_Spears	Caribou	1
Britney_Spears	Carly_Rae_Jepsen	1
Britney_Spears	Fiona_Apple	1
Britney_Spears	Fugees	1
Britney_Spears	Grimes	1
Britney_Spears	Lana_Del_Rey	1
Britney_Spears	Mike_WiLL_Made-It	1
Britney_Spears	Selena	3
Britney_Spears	Sevyn_Streeter	1
Britney_Spears	Shakira	5
Britney_Spears	Sugar_Ray	1
Britney_Spears	Tame_Impala	1
Britney_Spears	The_National	1
Britney_Spears	The_Smiths	1
Britney_Spears	50_Cent	4
Britney_Spears	Busta_Rhymes	3
Britney_Spears	David_Bowie	2
Britney_Spears	Icona_Pop	2
Britney_Spears	Jessie_J	3
Britney_Spears	Martin_Solveig	1
Britney_Spears	Mos_Def	1
Britney_Spears	Backstreet_Boys	3
Britney_Spears	Billy_Joel	1
Britney_Spears	Bon_Jovi	1
Britney_Spears	Coldplay	1
Britney_Spears	Counting_Crows	1
Britney_Spears	Elton_John	2
Britney_Spears	Fleetwood_Mac	1
Britney_Spears	James_Blunt	1
Britney_Spears	JoJo	2
Britney_Spears	Kelly_Clarkson	4
Britney_Spears	LCD_Soundsystem	1
Britney_Spears	MGMT	2
Britney_Spears	Matchbox_Twenty	1
Britney_Spears	Michelle_Branch	2
Britney_Spears	Modest_Mouse	1
Britney_Spears	No_Doubt	3
Britney_Spears	Otis_Redding	1
Britney_Spears	Pixies	1
Britney_Spears	Queen	2
Britney_Spears	Red_Hot_Chili_Peppers	1
Britney_Spears	Rick_James	1
Britney_Spears	TLC	3
Britney_Spears	Van_Morrison	1
Britney_Spears	Weezer	2
Britney_Spears	Whitney_Houston	3
Britney_Spears	Childish_Gambino	2
Britney_Spears	French_Montana	1
Britney_Spears	JAY_Z	4
Britney_Spears	Kendrick_Lamar	3
Britney_Spears	Kevin_Gates	2
Britney_Spears	Kid_Cudi	2
Britney_Spears	LMFAO	2
Britney_Spears	Lorde	2
Britney_Spears	Mac_Miller	1
Britney_Spears	Meek_Mill	1
Britney_Spears	ScHoolboy_Q	1
Britney_Spears	Beck	1
Britney_Spears	Blondie	1
Britney_Spears	Don_McLean	1
Britney_Spears	Green_Day	1
Britney_Spears	Nat_King_Cole	1
Britney_Spears	Oasis	1
Britney_Spears	Roy_Orbison	1
Britney_Spears	Sublime	1
Britney_Spears	The_Beach_Boys	2
Britney_Spears	The_Beatles	2
Britney_Spears	The_Cranberries	1
Britney_Spears	Bastille	1
Britney_Spears	Kaskade	1
Britney_Spears	Linkin_Park	3
Britney_Spears	Mike_Posner	2
Britney_Spears	Pitbull	4
Britney_Spears	Enrique_Iglesias	3
Britney_Spears	Hannah_Montana	2
Britney_Spears	High_School_Musical_Cast	1
Britney_Spears	Iggy_Azalea	2
Britney_Spears	Owl_City	2
Britney_Spears	Soulja_Boy	4
Britney_Spears	Travie_McCoy	2
Britney_Spears	Adele	2
Britney_Spears	Cher_Lloyd	1
Britney_Spears	Colbie_Caillat	2
Britney_Spears	Jordin_Sparks	1
Britney_Spears	Little_Mix	1
Britney_Spears	Lukas_Graham	1
Britney_Spears	Sara_Bareilles	1
Britney_Spears	Tori_Kelly	1
Britney_Spears	gnash	1
Britney_Spears	Akon	3
Britney_Spears	Christina_Perri	1
Britney_Spears	Nickelback	1
Britney_Spears	SoMo	1
Britney_Spears	The_Lumineers	1
Britney_Spears	Elvis_Presley	1
Britney_Spears	Faith_Hill	1
Britney_Spears	Foreigner	1
Britney_Spears	Hunter_Hayes	1
Britney_Spears	LANY	1
Britney_Spears	Shania_Twain	2
Britney_Spears	Big_Sean	1
Britney_Spears	CAZZETTE	1
Britney_Spears	Daft_Punk	1
Britney_Spears	Deorro	1
Britney_Spears	Future	1
Britney_Spears	J_Balvin	1
Britney_Spears	Jimmy_Eat_World	1
Britney_Spears	KSHMR	1
Britney_Spears	Lady_Antebellum	1
Britney_Spears	Lil_Jon	1
Britney_Spears	Luis_Fonsi	1
Britney_Spears	Madonna	1
Britney_Spears	Sage_The_Gemini	1
Britney_Spears	Sean_Paul	2
Britney_Spears	Skrillex	1
Britney_Spears	Snakehips	1
Britney_Spears	Steve_Aoki	1
Britney_Spears	Train	2
Britney_Spears	Asher_Roth	1
Britney_Spears	Fabolous	2
Britney_Spears	Jamie_Foxx	1
Britney_Spears	Ludacris	2
Britney_Spears	Lupe_Fiasco	1
Britney_Spears	Nelly	2
Britney_Spears	Chingy	1
Britney_Spears	Ricky_Martin	1
Britney_Spears	Santana	1
Britney_Spears	AJR	1
Britney_Spears	A_R_I_Z_O_N_A	1
Britney_Spears	Bebe_Rexha	1
Britney_Spears	Charli_XCX	1
Britney_Spears	Cheat_Codes	1
Britney_Spears	Clean_Bandit	2
Britney_Spears	Kygo	2
Britney_Spears	Andy_Mineo	1
Britney_Spears	Diplo	1
Britney_Spears	Major_Lazer	1
Britney_Spears	Bee_Gees	1
Britney_Spears	Cher	1
Britney_Spears	Creedence_Clearwater_Revival	1
Britney_Spears	Eagles	1
Britney_Spears	Marvin_Gaye	1
Britney_Spears	Mary_Wells	1
Britney_Spears	The_Rolling_Stones	1
Britney_Spears	The_Supremes	1
Britney_Spears	Marina_and_the_Diamonds	1
Britney_Spears	2Pac	1
Britney_Spears	Alanis_Morissette	1
Britney_Spears	Birdman	1
Britney_Spears	Bubba_Sparxxx	1
Britney_Spears	Ja_Rule	1
Britney_Spears	Jagged_Edge	1
Britney_Spears	Mike_Jones	1
Britney_Spears	Paramore	1
Britney_Spears	The_Offspring	1
Britney_Spears	Twista	1
Britney_Spears	Will_Smith	1
Britney_Spears	Ying_Yang_Twins	1
Justin_Timberlake	Avril_Lavigne	3
Justin_Timberlake	Boys_Like_Girls	1
Justin_Timberlake	Chris_Brown	13
Justin_Timberlake	Demi_Lovato	6
Justin_Timberlake	Iyaz	5
Justin_Timberlake	Jason_Derulo	14
Justin_Timberlake	Jesse_McCartney	5
Justin_Timberlake	Jonas_Brothers	3
Justin_Timberlake	Justin_Bieber	12
Justin_Timberlake	Kesha	9
Justin_Timberlake	Miley_Cyrus	7
Justin_Timberlake	Ne-Yo	4
Justin_Timberlake	Nelly_Furtado	4
Justin_Timberlake	Omarion	1
Justin_Timberlake	OutKast	10
Justin_Timberlake	Shaggy	7
Justin_Timberlake	Sheryl_Crow	1
Justin_Timberlake	The_All-American_Rejects	3
Justin_Timberlake	The_Black_Eyed_Peas	13
Justin_Timberlake	The_Killers	7
Justin_Timberlake	The_Pussycat_Dolls	4
Justin_Timberlake	Usher	16
Justin_Timberlake	blink-182	1
Justin_Timberlake	Adele	7
Justin_Timberlake	Aloe_Blacc	2
Justin_Timberlake	American_Authors	1
Justin_Timberlake	Andy_Grammer	2
Justin_Timberlake	Anthem_Lights	1
Justin_Timberlake	Atlas_Genius	1
Justin_Timberlake	Avicii	6
Justin_Timberlake	Bad_Suns	1
Justin_Timberlake	Bastille	7
Justin_Timberlake	Bleachers	1
Justin_Timberlake	Bruno_Mars	7
Justin_Timberlake	Clean_Bandit	7
Justin_Timberlake	Ed_Sheeran	11
Justin_Timberlake	Fall_Out_Boy	6
Justin_Timberlake	Fifth_Harmony	11
Justin_Timberlake	Hillsong_United	1
Justin_Timberlake	Hozier	4
Justin_Timberlake	Imagine_Dragons	9
Justin_Timberlake	John_Legend	8
Justin_Timberlake	Mark_Ronson	5
Justin_Timberlake	Martin_Solveig	4
Justin_Timberlake	Matisyahu	1
Justin_Timberlake	Matt_Nathanson	1
Justin_Timberlake	Meghan_Trainor	7
Justin_Timberlake	OneRepublic	8
Justin_Timberlake	Owl_City	7
Justin_Timberlake	Pharrell_Williams	6
Justin_Timberlake	Rihanna	18
Justin_Timberlake	Sia	10
Justin_Timberlake	The_Beatles	2
Justin_Timberlake	Two_Door_Cinema_Club	1
Justin_Timberlake	WALK_THE_MOON	5
Justin_Timberlake	A_R_I_Z_O_N_A	1
Justin_Timberlake	Akon	4
Justin_Timberlake	Alessia_Cara	7
Justin_Timberlake	Alex_Newell	4
Justin_Timberlake	Ariana_Grande	9
Justin_Timberlake	Birdy	1
Justin_Timberlake	Calvin_Harris	11
Justin_Timberlake	Coldplay	10
Justin_Timberlake	Diplo	1
Justin_Timberlake	Echosmith	2
Justin_Timberlake	Ellie_Goulding	8
Justin_Timberlake	Galantis	4
Justin_Timberlake	Hailee_Steinfeld	1
Justin_Timberlake	Halsey	1
Justin_Timberlake	Jon_Bellion	1
Justin_Timberlake	Kygo	5
Justin_Timberlake	Lost_Kings	1
Justin_Timberlake	Major_Lazer	7
Justin_Timberlake	Matoma	3
Justin_Timberlake	Mike_Posner	7
Justin_Timberlake	MØ	3
Justin_Timberlake	ODESZA	2
Justin_Timberlake	Olly_Murs	3
Justin_Timberlake	One_Direction	6
Justin_Timberlake	Parachute	3
Justin_Timberlake	Pentatonix	2
Justin_Timberlake	Pitbull	10
Justin_Timberlake	Queen	5
Justin_Timberlake	Relient_K	1
Justin_Timberlake	Robin_Schulz	4
Justin_Timberlake	Saint_Motel	1
Justin_Timberlake	Selena_Gomez	7
Justin_Timberlake	Sigala	3
Justin_Timberlake	Steve_Aoki	4
Justin_Timberlake	The_Chainsmokers	12
Justin_Timberlake	Timeflies	4
Justin_Timberlake	Vance_Joy	2
Justin_Timberlake	Zara_Larsson	3
Justin_Timberlake	Zedd	6
Justin_Timberlake	Alicia_Keys	8
Justin_Timberlake	Boyz_II_Men	2
Justin_Timberlake	Ciara	5
Justin_Timberlake	Eminem	11
Justin_Timberlake	Fergie	5
Justin_Timberlake	Flo_Rida	10
Justin_Timberlake	Ginuwine	1
Justin_Timberlake	Gorillaz	3
Justin_Timberlake	Gwen_Stefani	3
Justin_Timberlake	Jason_Mraz	6
Justin_Timberlake	Kings_of_Leon	3
Justin_Timberlake	Lady_Gaga	8
Justin_Timberlake	Leona_Lewis	5
Justin_Timberlake	Mariah_Carey	6
Justin_Timberlake	Maroon_5	12
Justin_Timberlake	Natasha_Bedingfield	4
Justin_Timberlake	Sean_Kingston	7
Justin_Timberlake	T-Pain	6
Justin_Timberlake	The_Goo_Goo_Dolls	1
Justin_Timberlake	Young_Money	2
Justin_Timberlake	Brad_Paisley	3
Justin_Timberlake	Brantley_Gilbert	1
Justin_Timberlake	Corey_Smith	1
Justin_Timberlake	Eric_Church	1
Justin_Timberlake	Fetty_Wap	5
Justin_Timberlake	Icona_Pop	3
Justin_Timberlake	Iggy_Azalea	5
Justin_Timberlake	Jake_Owen	1
Justin_Timberlake	Kip_Moore	1
Justin_Timberlake	Luke_Bryan	2
Justin_Timberlake	Nick_Jonas	4
Justin_Timberlake	Rodney_Atkins	1
Justin_Timberlake	Sam_Hunt	4
Justin_Timberlake	The_Weeknd	6
Justin_Timberlake	Tim_McGraw	2
Justin_Timberlake	Toby_Keith	1
Justin_Timberlake	Zac_Brown_Band	2
Justin_Timberlake	50_Cent	3
Justin_Timberlake	Big_Sean	3
Justin_Timberlake	DJ_Khaled	6
Justin_Timberlake	Drake	12
Justin_Timberlake	Future	2
Justin_Timberlake	JAY_Z	6
Justin_Timberlake	Kanye_West	8
Justin_Timberlake	Kendrick_Lamar	5
Justin_Timberlake	Kid_Cudi	3
Justin_Timberlake	Lil_Wayne	6
Justin_Timberlake	Tyga	1
Justin_Timberlake	Wiz_Khalifa	6
Justin_Timberlake	Alesso	3
Justin_Timberlake	David_Guetta	7
Justin_Timberlake	Desiigner	4
Justin_Timberlake	G-Eazy	2
Justin_Timberlake	J_Balvin	2
Justin_Timberlake	James_Arthur	3
Justin_Timberlake	Johnny_Cash	3
Justin_Timberlake	Luis_Fonsi	4
Justin_Timberlake	Nicki_Minaj	6
Justin_Timberlake	Swedish_House_Mafia	1
Justin_Timberlake	Twenty_One_Pilots	4
Justin_Timberlake	DJ_Snake	8
Justin_Timberlake	Daft_Punk	5
Justin_Timberlake	Enrique_Iglesias	6
Justin_Timberlake	Flume	5
Justin_Timberlake	Foster_The_People	2
Justin_Timberlake	Martin_Garrix	4
Justin_Timberlake	Rae_Sremmurd	1
Justin_Timberlake	Robin_Thicke	5
Justin_Timberlake	Sean_Paul	7
Justin_Timberlake	Backstreet_Boys	3
Justin_Timberlake	Billy_Joel	1
Justin_Timberlake	Bon_Jovi	3
Justin_Timberlake	Counting_Crows	1
Justin_Timberlake	David_Bowie	2
Justin_Timberlake	Elton_John	2
Justin_Timberlake	Fleetwood_Mac	2
Justin_Timberlake	James_Blunt	3
Justin_Timberlake	JoJo	1
Justin_Timberlake	Kelly_Clarkson	8
Justin_Timberlake	LCD_Soundsystem	2
Justin_Timberlake	MGMT	2
Justin_Timberlake	Matchbox_Twenty	1
Justin_Timberlake	Michelle_Branch	2
Justin_Timberlake	Modest_Mouse	2
Justin_Timberlake	No_Doubt	3
Justin_Timberlake	Otis_Redding	1
Justin_Timberlake	Pixies	1
Justin_Timberlake	Red_Hot_Chili_Peppers	2
Justin_Timberlake	Rick_James	3
Justin_Timberlake	TLC	2
Justin_Timberlake	Van_Morrison	1
Justin_Timberlake	Weezer	1
Justin_Timberlake	Whitney_Houston	3
Justin_Timberlake	Christina_Perri	3
Justin_Timberlake	Dixie_Chicks	1
Justin_Timberlake	Green_Day	2
Justin_Timberlake	Grouplove	1
Justin_Timberlake	Ingrid_Michaelson	1
Justin_Timberlake	Jai_Wolf	1
Justin_Timberlake	John_Mayer	2
Justin_Timberlake	Jordin_Sparks	1
Justin_Timberlake	Katy_Perry	10
Justin_Timberlake	Logic	1
Justin_Timberlake	Lukas_Graham	3
Justin_Timberlake	Michael_Jackson	4
Justin_Timberlake	Nelly	3
Justin_Timberlake	Passenger	2
Justin_Timberlake	Post_Malone	1
Justin_Timberlake	Santigold	2
Justin_Timberlake	The_Band_Perry	2
Justin_Timberlake	The_Fray	3
Justin_Timberlake	The_Script	2
Justin_Timberlake	Train	7
Justin_Timberlake	X_Ambassadors	2
Justin_Timberlake	Amber_Run	1
Justin_Timberlake	Banks	1
Justin_Timberlake	EDEN	1
Justin_Timberlake	Frank_Ocean	2
Justin_Timberlake	James_Blake	1
Justin_Timberlake	Jimmy_Eat_World	3
Justin_Timberlake	XXXTENTACION	1
Justin_Timberlake	blackbear	1
Justin_Timberlake	2Pac	2
Justin_Timberlake	Bone_Thugs-N-Harmony	1
Justin_Timberlake	Busta_Rhymes	1
Justin_Timberlake	Ice_Cube	1
Justin_Timberlake	Jennifer_Lopez	5
Justin_Timberlake	Jeremih	2
Justin_Timberlake	Khalid	1
Justin_Timberlake	LMFAO	3
Justin_Timberlake	Rick_Ross	3
Justin_Timberlake	Sam_Smith	4
Justin_Timberlake	Snoop_Dogg	2
Justin_Timberlake	Will_Smith	2
Justin_Timberlake	Camila_Cabello	1
Justin_Timberlake	Cheat_Codes	2
Justin_Timberlake	FRENSHIP	2
Justin_Timberlake	HONNE	1
Justin_Timberlake	Jonas_Blue	4
Justin_Timberlake	Niall_Horan	2
Justin_Timberlake	Shawn_Mendes	5
Justin_Timberlake	SoMo	1
Justin_Timberlake	ZAYN	2
Justin_Timberlake	Sabrina_Carpenter	1
Justin_Timberlake	Kaskade	2
Justin_Timberlake	Linkin_Park	2
Justin_Timberlake	Hannah_Montana	1
Justin_Timberlake	High_School_Musical_Cast	1
Justin_Timberlake	Soulja_Boy	4
Justin_Timberlake	Taylor_Swift	1
Justin_Timberlake	Travie_McCoy	1
Justin_Timberlake	Aerosmith	2
Justin_Timberlake	Bryan_Adams	1
Justin_Timberlake	Jack_Johnson	1
Justin_Timberlake	James_Morrison	1
Justin_Timberlake	Nickelback	2
Justin_Timberlake	Brett_Eldredge	1
Justin_Timberlake	Christina_Aguilera	3
Justin_Timberlake	Danny_Gokey	1
Justin_Timberlake	Foreigner	1
Justin_Timberlake	Jessie_J	3
Justin_Timberlake	Kid_Ink	2
Justin_Timberlake	Lady_Antebellum	3
Justin_Timberlake	Little_Big_Town	1
Justin_Timberlake	Lorde	3
Justin_Timberlake	Ludacris	3
Justin_Timberlake	Lupe_Fiasco	2
Justin_Timberlake	Randy_Houser	1
Justin_Timberlake	Ray_Charles	2
Justin_Timberlake	Rita_Ora	1
Justin_Timberlake	Sevyn_Streeter	1
Justin_Timberlake	YG	1
Justin_Timberlake	ZZ_Top	1
Justin_Timberlake	Amy_Winehouse	2
Justin_Timberlake	Aretha_Franklin	2
Justin_Timberlake	Billy_Squier	1
Justin_Timberlake	Bruce_Springsteen	1
Justin_Timberlake	Stevie_Wonder	2
Justin_Timberlake	Styx	2
Justin_Timberlake	The_Clash	1
Justin_Timberlake	The_Rolling_Stones	1
Justin_Timberlake	Al_Green	1
Justin_Timberlake	Blake_Shelton	1
Justin_Timberlake	Carrie_Underwood	1
Justin_Timberlake	Glee_Cast	2
Justin_Timberlake	Hunter_Hayes	1
Justin_Timberlake	Josh_Turner	1
Justin_Timberlake	Journey	3
Justin_Timberlake	Marvin_Gaye	3
Justin_Timberlake	Norah_Jones	1
Justin_Timberlake	Rascal_Flatts	2
Justin_Timberlake	Afrojack	2
Justin_Timberlake	Benny_Benassi	1
Justin_Timberlake	Firebeatz	1
Justin_Timberlake	Flux_Pavilion	1
Justin_Timberlake	Mike_Stud	1
Justin_Timberlake	R3HAB	1
Justin_Timberlake	ScHoolboy_Q	1
Justin_Timberlake	Showtek	1
Justin_Timberlake	Speaker_Knockerz	1
Justin_Timberlake	Yo_Gotti	1
Justin_Timberlake	Jamie_Foxx	2
Justin_Timberlake	Trey_Songz	4
Justin_Timberlake	Twista	2
Justin_Timberlake	Wale	3
Justin_Timberlake	CAZZETTE	1
Justin_Timberlake	Childish_Gambino	1
Justin_Timberlake	Deorro	1
Justin_Timberlake	KSHMR	1
Justin_Timberlake	Lil_Jon	1
Justin_Timberlake	Madonna	2
Justin_Timberlake	Sage_The_Gemini	1
Justin_Timberlake	Skrillex	1
Justin_Timberlake	Snakehips	2
Justin_Timberlake	Tove_Lo	1
Justin_Timberlake	Bryson_Tiller	1
Justin_Timberlake	Charlie_Puth	1
Justin_Timberlake	Disclosure	3
Justin_Timberlake	Kehlani	1
